DAILY SALES — DECEMBER 2025
Date,Product,Variant,Units Sold,Unit Price,Daily Revenue
2025-12-04,Chai Tea Latte,Small,7,$4.25,$29.75
2025-12-04,Chai Tea Latte,Medium,7,$4.75,$33.25
2025-12-04,Chai Tea Latte,Large,5,$5.25,$26.25
2025-12-04,Blueberry Muffin,Standard,11,$2.95,$32.45
2025-12-04,Chocolate Croissant,Standard,9,$3.45,$31.05
2025-12-04,Breakfast Sandwich,Standard,5,$5.95,$29.75
2025-12-04,Pumpkin Spice Latte,Small,0,$5.00,$0.00
2025-12-04,Pumpkin Spice Latte,Medium,0,$5.50,$0.00
2025-12-04,Pumpkin Spice Latte,Large,0,$6.00,$0.00
2025-12-04,Cake Pop,Chocolate,6,$2.00,$12.00
2025-12-04,Cake Pop,Birthday Cake,4,$2.00,$8.00
2025-12-04,Cake Pop,Vanilla,4,$2.00,$8.00
2025-12-05,House Coffee,Small,15,$2.50,$37.50
2025-12-05,House Coffee,Medium,17,$2.95,$50.15
2025-12-05,House Coffee,Large,10,$3.25,$32.50
2025-12-05,Latte,Small,10,$4.50,$45.00
2025-12-05,Latte,Medium,16,$5.00,$80.00
2025-12-05,Latte,Large,11,$5.50,$60.50
2025-12-05,Cappuccino,Small,7,$4.25,$29.75
2025-12-05,Cappuccino,Medium,10,$4.75,$47.50
2025-12-05,Cappuccino,Large,5,$5.25,$26.25
2025-12-05,Mocha,Small,8,$4.75,$38.00
2025-12-05,Mocha,Medium,9,$5.25,$47.25
2025-12-05,Mocha,Large,4,$5.75,$23.00
2025-12-05,Cold Brew,Small,4,$3.75,$15.00
2025-12-05,Cold Brew,Large,1,$4.50,$4.50
2025-12-05,Green Tea,Small,5,$2.75,$13.75
2025-12-05,Green Tea,Medium,8,$3.10,$24.80
2025-12-05,Green Tea,Large,5,$3.50,$17.50
2025-12-05,Chai Tea Latte,Small,8,$4.25,$34.00
2025-12-05,Chai Tea Latte,Medium,10,$4.75,$47.50
2025-12-05,Chai Tea Latte,Large,6,$5.25,$31.50
2025-12-05,Blueberry Muffin,Standard,14,$2.95,$41.30
2025-12-05,Chocolate Croissant,Standard,10,$3.45,$34.50
2025-12-05,Breakfast Sandwich,Standard,8,$5.95,$47.60
2025-12-05,Pumpkin Spice Latte,Small,0,$5.00,$0.00
2025-12-05,Pumpkin Spice Latte,Medium,0,$5.50,$0.00
2025-12-05,Pumpkin Spice Latte,Large,0,$6.00,$0.00
2025-12-05,Cake Pop,Chocolate,6,$2.00,$12.00
2025-12-05,Cake Pop,Birthday Cake,4,$2.00,$8.00
2025-12-05,Cake Pop,Vanilla,4,$2.00,$8.00
2025-12-06,House Coffee,Small,17,$2.50,$42.50
2025-12-06,House Coffee,Medium,19,$2.95,$56.05
2025-12-06,House Coffee,Large,11,$3.25,$35.75
2025-12-06,Latte,Small,11,$4.50,$49.50
2025-12-06,Latte,Medium,16,$5.00,$80.00
2025-12-06,Latte,Large,12,$5.50,$66.00
2025-12-06,Cappuccino,Small,8,$4.25,$34.00
2025-12-06,Cappuccino,Medium,10,$4.75,$47.50
2025-12-06,Cappuccino,Large,6,$5.25,$31.50
2025-12-06,Mocha,Small,8,$4.75,$38.00
2025-12-06,Mocha,Medium,8,$5.25,$42.00
2025-12-06,Mocha,Large,5,$5.75,$28.75
2025-12-06,Cold Brew,Small,4,$3.75,$15.00
2025-12-06,Cold Brew,Large,2,$4.50,$9.00
2025-12-06,Green Tea,Small,7,$2.75,$19.25
2025-12-06,Green Tea,Medium,8,$3.10,$24.80
2025-12-06,Green Tea,Large,4,$3.50,$14.00
2025-12-06,Chai Tea Latte,Small,7,$4.25,$29.75
2025-12-06,Chai Tea Latte,Medium,9,$4.75,$42.75
2025-12-06,Chai Tea Latte,Large,6,$5.25,$31.50
2025-12-06,Blueberry Muffin,Standard,16,$2.95,$47.20
2025-12-06,Chocolate Croissant,Standard,11,$3.45,$37.95
2025-12-06,Breakfast Sandwich,Standard,8,$5.95,$47.60
2025-12-06,Pumpkin Spice Latte,Small,0,$5.00,$0.00
2025-12-06,Pumpkin Spice Latte,Medium,0,$5.50,$0.00
2025-12-06,Pumpkin Spice Latte,Large,0,$6.00,$0.00
2025-12-06,Cake Pop,Chocolate,7,$2.00,$14.00
2025-12-06,Cake Pop,Birthday Cake,3,$2.00,$6.00
2025-12-06,Cake Pop,Vanilla,5,$2.00,$10.00
2025-12-07,House Coffee,Small,8,$2.50,$20.00
2025-12-07,House Coffee,Medium,10,$2.95,$29.50
2025-12-07,House Coffee,Large,6,$3.25,$19.50
2025-12-07,Latte,Small,5,$4.50,$22.50
2025-12-07,Latte,Medium,10,$5.00,$50.00
2025-12-07,Latte,Large,7,$5.50,$38.50
2025-12-07,Cappuccino,Small,5,$4.25,$21.25
2025-12-07,Cappuccino,Medium,5,$4.75,$23.75
2025-12-07,Cappuccino,Large,3,$5.25,$15.75
2025-12-07,Mocha,Small,4,$4.75,$19.00
2025-12-07,Mocha,Medium,5,$5.25,$26.25
2025-12-07,Mocha,Large,3,$5.75,$17.25
2025-12-07,Cold Brew,Small,2,$3.75,$7.50
2025-12-07,Cold Brew,Large,2,$4.50,$9.00
2025-12-07,Green Tea,Small,4,$2.75,$11.00
2025-12-07,Green Tea,Medium,7,$3.10,$21.70
2025-12-07,Green Tea,Large,4,$3.50,$14.00
2025-12-07,Chai Tea Latte,Small,6,$4.25,$25.50
2025-12-07,Chai Tea Latte,Medium,5,$4.75,$23.75
2025-12-07,Chai Tea Latte,Large,4,$5.25,$21.00
2025-12-07,Blueberry Muffin,Standard,9,$2.95,$26.55
2025-12-07,Chocolate Croissant,Standard,7,$3.45,$24.15
2025-12-07,Breakfast Sandwich,Standard,5,$5.95,$29.75
2025-12-07,Pumpkin Spice Latte,Small,0,$5.00,$0.00
2025-12-07,Pumpkin Spice Latte,Medium,0,$5.50,$0.00
2025-12-07,Pumpkin Spice Latte,Large,0,$6.00,$0.00
2025-12-07,Cake Pop,Chocolate,4,$2.00,$8.00
2025-12-07,Cake Pop,Birthday Cake,4,$2.00,$8.00
2025-12-07,Cake Pop,Vanilla,3,$2.00,$6.00
2025-12-08,House Coffee,Small,11,$2.50,$27.50
2025-12-08,House Coffee,Medium,16,$2.95,$47.20
2025-12-08,House Coffee,Large,10,$3.25,$32.50
2025-12-08,Latte,Small,8,$4.50,$36.00
2025-12-08,Latte,Medium,13,$5.00,$65.00
2025-12-08,Latte,Large,9,$5.50,$49.50
2025-12-08,Cappuccino,Small,7,$4.25,$29.75
2025-12-08,Cappuccino,Medium,9,$4.75,$42.75
2025-12-08,Cappuccino,Large,5,$5.25,$26.25
2025-12-08,Mocha,Small,7,$4.75,$33.25
2025-12-08,Mocha,Medium,7,$5.25,$36.75
2025-12-08,Mocha,Large,3,$5.75,$17.25
2025-12-08,Cold Brew,Small,5,$3.75,$18.75
2025-12-08,Cold Brew,Large,1,$4.50,$4.50
2025-12-08,Green Tea,Small,5,$2.75,$13.75
2025-12-08,Green Tea,Medium,8,$3.10,$24.80
2025-12-08,Green Tea,Large,3,$3.50,$10.50
2025-12-08,Chai Tea Latte,Small,7,$4.25,$29.75
2025-12-08,Chai Tea Latte,Medium,8,$4.75,$38.00
2025-12-08,Chai Tea Latte,Large,3,$5.25,$15.75
2025-12-08,Blueberry Muffin,Standard,11,$2.95,$32.45
2025-12-08,Chocolate Croissant,Standard,9,$3.45,$31.05
2025-12-08,Breakfast Sandwich,Standard,7,$5.95,$41.65
2025-12-08,Pumpkin Spice Latte,Small,0,$5.00,$0.00
2025-12-08,Pumpkin Spice Latte,Medium,0,$5.50,$0.00
2025-12-08,Pumpkin Spice Latte,Large,0,$6.00,$0.00
2025-12-08,Cake Pop,Chocolate,6,$2.00,$12.00
2025-12-08,Cake Pop,Birthday Cake,3,$2.00,$6.00
2025-12-08,Cake Pop,Vanilla,2,$2.00,$4.00
2025-12-09,House Coffee,Small,12,$2.50,$30.00
2025-12-09,House Coffee,Medium,15,$2.95,$44.25
2025-12-09,House Coffee,Large,10,$3.25,$32.50
2025-12-09,Latte,Small,8,$4.50,$36.00
2025-12-09,Latte,Medium,13,$5.00,$65.00
2025-12-09,Latte,Large,11,$5.50,$60.50
2025-12-09,Cappuccino,Small,6,$4.25,$25.50
2025-12-09,Cappuccino,Medium,7,$4.75,$33.25
2025-12-09,Cappuccino,Large,5,$5.25,$26.25
2025-12-09,Mocha,Small,5,$4.75,$23.75
2025-12-09,Mocha,Medium,5,$5.25,$26.25
2025-12-09,Mocha,Large,2,$5.75,$11.50
2025-12-09,Cold Brew,Small,4,$3.75,$15.00
2025-12-09,Cold Brew,Large,2,$4.50,$9.00
2025-12-09,Green Tea,Small,5,$2.75,$13.75
2025-12-09,Green Tea,Medium,6,$3.10,$18.60
2025-12-09,Green Tea,Large,3,$3.50,$10.50
2025-12-09,Chai Tea Latte,Small,5,$4.25,$21.25
2025-12-09,Chai Tea Latte,Medium,8,$4.75,$38.00
2025-12-09,Chai Tea Latte,Large,4,$5.25,$21.00
2025-12-09,Blueberry Muffin,Standard,10,$2.95,$29.50
2025-12-09,Chocolate Croissant,Standard,8,$3.45,$27.60
2025-12-09,Breakfast Sandwich,Standard,6,$5.95,$35.70
2025-12-09,Pumpkin Spice Latte,Small,0,$5.00,$0.00
2025-12-09,Pumpkin Spice Latte,Medium,0,$5.50,$0.00
2025-12-09,Pumpkin Spice Latte,Large,0,$6.00,$0.00
2025-12-09,Cake Pop,Chocolate,5,$2.00,$10.00
2025-12-09,Cake Pop,Birthday Cake,3,$2.00,$6.00
2025-12-09,Cake Pop,Vanilla,4,$2.00,$8.00
2025-12-10,House Coffee,Small,13,$2.50,$32.50
2025-12-10,House Coffee,Medium,16,$2.95,$47.20
2025-12-10,House Coffee,Large,8,$3.25,$26.00
2025-12-10,Latte,Small,10,$4.50,$45.00
2025-12-10,Latte,Medium,12,$5.00,$60.00
2025-12-10,Latte,Large,11,$5.50,$60.50
2025-12-10,Cappuccino,Small,6,$4.25,$25.50
2025-12-10,Cappuccino,Medium,7,$4.75,$33.25
2025-12-10,Cappuccino,Large,6,$5.25,$31.50
2025-12-10,Mocha,Small,6,$4.75,$28.50
2025-12-10,Mocha,Medium,7,$5.25,$36.75
2025-12-10,Mocha,Large,5,$5.75,$28.75
2025-12-10,Cold Brew,Small,4,$3.75,$15.00
2025-12-10,Cold Brew,Large,2,$4.50,$9.00
2025-12-10,Green Tea,Small,4,$2.75,$11.00
2025-12-10,Green Tea,Medium,7,$3.10,$21.70
2025-12-10,Green Tea,Large,5,$3.50,$17.50
2025-12-10,Chai Tea Latte,Small,6,$4.25,$25.50
2025-12-10,Chai Tea Latte,Medium,10,$4.75,$47.50
2025-12-10,Chai Tea Latte,Large,3,$5.25,$15.75
2025-12-10,Blueberry Muffin,Standard,13,$2.95,$38.35
2025-12-10,Chocolate Croissant,Standard,10,$3.45,$34.50
2025-12-10,Breakfast Sandwich,Standard,7,$5.95,$41.65
2025-12-10,Pumpkin Spice Latte,Small,0,$5.00,$0.00
2025-12-10,Pumpkin Spice Latte,Medium,0,$5.50,$0.00
2025-12-10,Pumpkin Spice Latte,Large,0,$6.00,$0.00
2025-12-10,Cake Pop,Chocolate,6,$2.00,$12.00
2025-12-10,Cake Pop,Birthday Cake,3,$2.00,$6.00
2025-12-10,Cake Pop,Vanilla,4,$2.00,$8.00
2025-12-11,House Coffee,Small,12,$2.50,$30.00
2025-12-11,House Coffee,Medium,15,$2.95,$44.25
2025-12-11,House Coffee,Large,8,$3.25,$26.00
2025-12-11,Latte,Small,7,$4.50,$31.50
2025-12-11,Latte,Medium,13,$5.00,$65.00
2025-12-11,Latte,Large,10,$5.50,$55.00
2025-12-11,Cappuccino,Small,7,$4.25,$29.75
2025-12-11,Cappuccino,Medium,7,$4.75,$33.25
2025-12-11,Cappuccino,Large,6,$5.25,$31.50
2025-12-11,Mocha,Small,7,$4.75,$33.25
2025-12-11,Mocha,Medium,7,$5.25,$36.75
2025-12-11,Mocha,Large,4,$5.75,$23.00
2025-12-11,Cold Brew,Small,4,$3.75,$15.00
2025-12-11,Cold Brew,Large,2,$4.50,$9.00
2025-12-11,Green Tea,Small,4,$2.75,$11.00
2025-12-11,Green Tea,Medium,6,$3.10,$18.60
2025-12-11,Green Tea,Large,5,$3.50,$17.50
2025-12-11,Chai Tea Latte,Small,5,$4.25,$21.25
2025-12-11,Chai Tea Latte,Medium,7,$4.75,$33.25
2025-12-11,Chai Tea Latte,Large,5,$5.25,$26.25
2025-12-11,Blueberry Muffin,Standard,13,$2.95,$38.35
2025-12-11,Chocolate Croissant,Standard,9,$3.45,$31.05
2025-12-11,Breakfast Sandwich,Standard,7,$5.95,$41.65
2025-12-11,Pumpkin Spice Latte,Small,0,$5.00,$0.00
2025-12-11,Pumpkin Spice Latte,Medium,0,$5.50,$0.00
2025-12-11,Pumpkin Spice Latte,Large,0,$6.00,$0.00
2025-12-11,Cake Pop,Chocolate,6,$2.00,$12.00
2025-12-11,Cake Pop,Birthday Cake,3,$2.00,$6.00
2025-12-11,Cake Pop,Vanilla,3,$2.00,$6.00
2025-12-12,House Coffee,Small,13,$2.50,$32.50
2025-12-12,House Coffee,Medium,16,$2.95,$47.20
2025-12-12,House Coffee,Large,9,$3.25,$29.25
2025-12-12,Latte,Small,10,$4.50,$45.00
2025-12-12,Latte,Medium,15,$5.00,$75.00
2025-12-12,Latte,Large,11,$5.50,$60.50
2025-12-12,Cappuccino,Small,6,$4.25,$25.50
2025-12-12,Cappuccino,Medium,10,$4.75,$47.50
2025-12-12,Cappuccino,Large,5,$5.25,$26.25
2025-12-12,Mocha,Small,7,$4.75,$33.25
2025-12-12,Mocha,Medium,9,$5.25,$47.25
2025-12-12,Mocha,Large,4,$5.75,$23.00
2025-12-12,Cold Brew,Small,4,$3.75,$15.00
2025-12-12,Cold Brew,Large,3,$4.50,$13.50
2025-12-12,Green Tea,Small,5,$2.75,$13.75
2025-12-12,Green Tea,Medium,8,$3.10,$24.80
2025-12-12,Green Tea,Large,5,$3.50,$17.50
2025-12-12,Chai Tea Latte,Small,6,$4.25,$25.50
2025-12-12,Chai Tea Latte,Medium,9,$4.75,$42.75
2025-12-12,Chai Tea Latte,Large,4,$5.25,$21.00
2025-12-12,Blueberry Muffin,Standard,12,$2.95,$35.40
2025-12-12,Chocolate Croissant,Standard,8,$3.45,$27.60
2025-12-12,Breakfast Sandwich,Standard,6,$5.95,$35.70
2025-12-12,Pumpkin Spice Latte,Small,0,$5.00,$0.00
2025-12-12,Pumpkin Spice Latte,Medium,0,$5.50,$0.00
2025-12-12,Pumpkin Spice Latte,Large,0,$6.00,$0.00
2025-12-12,Cake Pop,Chocolate,6,$2.00,$12.00
2025-12-12,Cake Pop,Birthday Cake,3,$2.00,$6.00
2025-12-12,Cake Pop,Vanilla,4,$2.00,$8.00
2025-12-13,House Coffee,Small,15,$2.50,$37.50
2025-12-13,House Coffee,Medium,20,$2.95,$59.00
2025-12-13,House Coffee,Large,13,$3.25,$42.25
2025-12-13,Latte,Small,10,$4.50,$45.00
2025-12-13,Latte,Medium,16,$5.00,$80.00
2025-12-13,Latte,Large,12,$5.50,$66.00
2025-12-13,Cappuccino,Small,8,$4.25,$34.00
2025-12-13,Cappuccino,Medium,9,$4.75,$42.75
2025-12-13,Cappuccino,Large,7,$5.25,$36.75
2025-12-13,Mocha,Small,9,$4.75,$42.75
2025-12-13,Mocha,Medium,10,$5.25,$52.50
2025-12-13,Mocha,Large,4,$5.75,$23.00
2025-12-13,Cold Brew,Small,5,$3.75,$18.75
2025-12-13,Cold Brew,Large,2,$4.50,$9.00
2025-12-13,Green Tea,Small,8,$2.75,$22.00
2025-12-13,Green Tea,Medium,8,$3.10,$24.80
2025-12-13,Green Tea,Large,4,$3.50,$14.00
2025-12-13,Chai Tea Latte,Small,6,$4.25,$25.50
2025-12-13,Chai Tea Latte,Medium,10,$4.75,$47.50
2025-12-13,Chai Tea Latte,Large,4,$5.25,$21.00
2025-12-13,Blueberry Muffin,Standard,16,$2.95,$47.20
2025-12-13,Chocolate Croissant,Standard,10,$3.45,$34.50
2025-12-13,Breakfast Sandwich,Standard,8,$5.95,$47.60
2025-12-13,Pumpkin Spice Latte,Small,0,$5.00,$0.00
2025-12-13,Pumpkin Spice Latte,Medium,0,$5.50,$0.00
2025-12-13,Pumpkin Spice Latte,Large,0,$6.00,$0.00
2025-12-13,Cake Pop,Chocolate,8,$2.00,$16.00
2025-12-13,Cake Pop,Birthday Cake,4,$2.00,$8.00
2025-12-13,Cake Pop,Vanilla,4,$2.00,$8.00
2025-12-14,House Coffee,Small,10,$2.50,$25.00
2025-12-14,House Coffee,Medium,11,$2.95,$32.45
2025-12-14,House Coffee,Large,8,$3.25,$26.00
2025-12-14,Latte,Small,6,$4.50,$27.00
2025-12-14,Latte,Medium,9,$5.00,$45.00
2025-12-14,Latte,Large,8,$5.50,$44.00
2025-12-14,Cappuccino,Small,5,$4.25,$21.25
2025-12-14,Cappuccino,Medium,5,$4.75,$23.75
2025-12-14,Cappuccino,Large,4,$5.25,$21.00
2025-12-14,Mocha,Small,5,$4.75,$23.75
2025-12-14,Mocha,Medium,5,$5.25,$26.25
2025-12-14,Mocha,Large,3,$5.75,$17.25
2025-12-14,Cold Brew,Small,3,$3.75,$11.25
2025-12-14,Cold Brew,Large,3,$4.50,$13.50
2025-12-14,Green Tea,Small,5,$2.75,$13.75
2025-12-14,Green Tea,Medium,6,$3.10,$18.60
2025-12-14,Green Tea,Large,2,$3.50,$7.00
2025-12-14,Chai Tea Latte,Small,5,$4.25,$21.25
2025-12-14,Chai Tea Latte,Medium,6,$4.75,$28.50
2025-12-14,Chai Tea Latte,Large,2,$5.25,$10.50
2025-12-14,Blueberry Muffin,Standard,10,$2.95,$29.50
2025-12-14,Chocolate Croissant,Standard,6,$3.45,$20.70
2025-12-14,Breakfast Sandwich,Standard,6,$5.95,$35.70
2025-12-14,Pumpkin Spice Latte,Small,0,$5.00,$0.00
2025-12-14,Pumpkin Spice Latte,Medium,0,$5.50,$0.00
2025-12-14,Pumpkin Spice Latte,Large,0,$6.00,$0.00
2025-12-14,Cake Pop,Chocolate,4,$2.00,$8.00
2025-12-14,Cake Pop,Birthday Cake,2,$2.00,$4.00
2025-12-14,Cake Pop,Vanilla,2,$2.00,$4.00
2025-12-15,House Coffee,Small,11,$2.50,$27.50
2025-12-15,House Coffee,Medium,15,$2.95,$44.25
2025-12-15,House Coffee,Large,8,$3.25,$26.00
2025-12-15,Latte,Small,8,$4.50,$36.00
2025-12-15,Latte,Medium,12,$5.00,$60.00
2025-12-15,Latte,Large,9,$5.50,$49.50
2025-12-15,Cappuccino,Small,7,$4.25,$29.75
2025-12-15,Cappuccino,Medium,8,$4.75,$38.00
2025-12-15,Cappuccino,Large,5,$5.25,$26.25
2025-12-15,Mocha,Small,6,$4.75,$28.50
2025-12-15,Mocha,Medium,6,$5.25,$31.50
2025-12-15,Mocha,Large,5,$5.75,$28.75
2025-12-15,Cold Brew,Small,3,$3.75,$11.25
2025-12-15,Cold Brew,Large,3,$4.50,$13.50
2025-12-15,Green Tea,Small,5,$2.75,$13.75
2025-12-15,Green Tea,Medium,8,$3.10,$24.80
2025-12-15,Green Tea,Large,5,$3.50,$17.50
2025-12-15,Chai Tea Latte,Small,5,$4.25,$21.25
2025-12-15,Chai Tea Latte,Medium,8,$4.75,$38.00
2025-12-15,Chai Tea Latte,Large,3,$5.25,$15.75
2025-12-15,Blueberry Muffin,Standard,12,$2.95,$35.40
2025-12-15,Chocolate Croissant,Standard,8,$3.45,$27.60
2025-12-15,Breakfast Sandwich,Standard,6,$5.95,$35.70
2025-12-15,Pumpkin Spice Latte,Small,0,$5.00,$0.00
2025-12-15,Pumpkin Spice Latte,Medium,0,$5.50,$0.00
2025-12-15,Pumpkin Spice Latte,Large,0,$6.00,$0.00
2025-12-15,Cake Pop,Chocolate,6,$2.00,$12.00
2025-12-15,Cake Pop,Birthday Cake,3,$2.00,$6.00
2025-12-15,Cake Pop,Vanilla,3,$2.00,$6.00
2025-12-16,House Coffee,Small,13,$2.50,$32.50
2025-12-16,House Coffee,Medium,14,$2.95,$41.30
2025-12-16,House Coffee,Large,8,$3.25,$26.00
2025-12-16,Latte,Small,9,$4.50,$40.50
2025-12-16,Latte,Medium,12,$5.00,$60.00
2025-12-16,Latte,Large,9,$5.50,$49.50
2025-12-16,Cappuccino,Small,6,$4.25,$25.50
2025-12-16,Cappuccino,Medium,8,$4.75,$38.00
2025-12-16,Cappuccino,Large,4,$5.25,$21.00
2025-12-16,Mocha,Small,5,$4.75,$23.75
2025-12-16,Mocha,Medium,5,$5.25,$26.25
2025-12-16,Mocha,Large,4,$5.75,$23.00
2025-12-16,Cold Brew,Small,2,$3.75,$7.50
2025-12-16,Cold Brew,Large,1,$4.50,$4.50
2025-12-16,Green Tea,Small,4,$2.75,$11.00
2025-12-16,Green Tea,Medium,7,$3.10,$21.70
2025-12-16,Green Tea,Large,3,$3.50,$10.50
2025-12-16,Chai Tea Latte,Small,5,$4.25,$21.25
2025-12-16,Chai Tea Latte,Medium,9,$4.75,$42.75
2025-12-16,Chai Tea Latte,Large,4,$5.25,$21.00
2025-12-16,Blueberry Muffin,Standard,11,$2.95,$32.45
2025-12-16,Chocolate Croissant,Standard,8,$3.45,$27.60
2025-12-16,Breakfast Sandwich,Standard,5,$5.95,$29.75
2025-12-16,Pumpkin Spice Latte,Small,0,$5.00,$0.00
