DAILY SALES — APRIL 2026
Date,Product,Variant,Units Sold,Unit Price,Daily Revenue
2026-04-04,Mocha,Large,6,$5.75,$34.50
2026-04-04,Cold Brew,Small,7,$3.75,$26.25
2026-04-04,Cold Brew,Large,3,$4.50,$13.50
2026-04-04,Green Tea,Small,7,$2.75,$19.25
2026-04-04,Green Tea,Medium,10,$3.10,$31.00
2026-04-04,Green Tea,Large,4,$3.50,$14.00
2026-04-04,Chai Tea Latte,Small,6,$4.25,$25.50
2026-04-04,Chai Tea Latte,Medium,11,$4.75,$52.25
2026-04-04,Chai Tea Latte,Large,6,$5.25,$31.50
2026-04-04,Blueberry Muffin,Standard,17,$2.95,$50.15
2026-04-04,Chocolate Croissant,Standard,11,$3.45,$37.95
2026-04-04,Breakfast Sandwich,Standard,9,$5.95,$53.55
2026-04-04,Pumpkin Spice Latte,Small,0,$5.00,$0.00
2026-04-04,Pumpkin Spice Latte,Medium,0,$5.50,$0.00
2026-04-04,Pumpkin Spice Latte,Large,0,$6.00,$0.00
2026-04-04,Cake Pop,Chocolate,7,$2.00,$14.00
2026-04-04,Cake Pop,Birthday Cake,4,$2.00,$8.00
2026-04-04,Cake Pop,Vanilla,3,$2.00,$6.00
2026-04-05,House Coffee,Small,9,$2.50,$22.50
2026-04-05,House Coffee,Medium,11,$2.95,$32.45
2026-04-05,House Coffee,Large,7,$3.25,$22.75
2026-04-05,Latte,Small,6,$4.50,$27.00
2026-04-05,Latte,Medium,10,$5.00,$50.00
2026-04-05,Latte,Large,8,$5.50,$44.00
2026-04-05,Cappuccino,Small,4,$4.25,$17.00
2026-04-05,Cappuccino,Medium,7,$4.75,$33.25
2026-04-05,Cappuccino,Large,4,$5.25,$21.00
2026-04-05,Mocha,Small,4,$4.75,$19.00
2026-04-05,Mocha,Medium,5,$5.25,$26.25
2026-04-05,Mocha,Large,2,$5.75,$11.50
2026-04-05,Cold Brew,Small,5,$3.75,$18.75
2026-04-05,Cold Brew,Large,2,$4.50,$9.00
2026-04-05,Green Tea,Small,4,$2.75,$11.00
2026-04-05,Green Tea,Medium,5,$3.10,$15.50
2026-04-05,Green Tea,Large,4,$3.50,$14.00
2026-04-05,Chai Tea Latte,Small,4,$4.25,$17.00
2026-04-05,Chai Tea Latte,Medium,7,$4.75,$33.25
2026-04-05,Chai Tea Latte,Large,2,$5.25,$10.50
2026-04-05,Blueberry Muffin,Standard,8,$2.95,$23.60
2026-04-05,Chocolate Croissant,Standard,5,$3.45,$17.25
2026-04-05,Breakfast Sandwich,Standard,4,$5.95,$23.80
2026-04-05,Pumpkin Spice Latte,Small,0,$5.00,$0.00
2026-04-05,Pumpkin Spice Latte,Medium,0,$5.50,$0.00
2026-04-05,Pumpkin Spice Latte,Large,0,$6.00,$0.00
2026-04-05,Cake Pop,Chocolate,3,$2.00,$6.00
2026-04-05,Cake Pop,Birthday Cake,1,$2.00,$2.00
2026-04-05,Cake Pop,Vanilla,3,$2.00,$6.00
2026-04-06,House Coffee,Small,12,$2.50,$30.00
2026-04-06,House Coffee,Medium,15,$2.95,$44.25
2026-04-06,House Coffee,Large,10,$3.25,$32.50
2026-04-06,Latte,Small,8,$4.50,$36.00
2026-04-06,Latte,Medium,12,$5.00,$60.00
2026-04-06,Latte,Large,9,$5.50,$49.50
2026-04-06,Cappuccino,Small,7,$4.25,$29.75
2026-04-06,Cappuccino,Medium,9,$4.75,$42.75
2026-04-06,Cappuccino,Large,6,$5.25,$31.50
2026-04-06,Mocha,Small,7,$4.75,$33.25
2026-04-06,Mocha,Medium,8,$5.25,$42.00
2026-04-06,Mocha,Large,5,$5.75,$28.75
2026-04-06,Cold Brew,Small,6,$3.75,$22.50
2026-04-06,Cold Brew,Large,4,$4.50,$18.00
2026-04-06,Green Tea,Small,5,$2.75,$13.75
2026-04-06,Green Tea,Medium,6,$3.10,$18.60
2026-04-06,Green Tea,Large,5,$3.50,$17.50
2026-04-06,Chai Tea Latte,Small,7,$4.25,$29.75
2026-04-06,Chai Tea Latte,Medium,7,$4.75,$33.25
2026-04-06,Chai Tea Latte,Large,3,$5.25,$15.75
2026-04-06,Blueberry Muffin,Standard,12,$2.95,$35.40
2026-04-06,Chocolate Croissant,Standard,7,$3.45,$24.15
2026-04-06,Breakfast Sandwich,Standard,6,$5.95,$35.70
2026-04-06,Pumpkin Spice Latte,Small,0,$5.00,$0.00
2026-04-06,Pumpkin Spice Latte,Medium,0,$5.50,$0.00
2026-04-06,Pumpkin Spice Latte,Large,0,$6.00,$0.00
2026-04-06,Cake Pop,Chocolate,6,$2.00,$12.00
2026-04-06,Cake Pop,Birthday Cake,2,$2.00,$4.00
2026-04-06,Cake Pop,Vanilla,2,$2.00,$4.00
2026-04-07,House Coffee,Small,10,$2.50,$25.00
2026-04-07,House Coffee,Medium,13,$2.95,$38.35
2026-04-07,House Coffee,Large,10,$3.25,$32.50
2026-04-07,Latte,Small,7,$4.50,$31.50
2026-04-07,Latte,Medium,11,$5.00,$55.00
2026-04-07,Latte,Large,10,$5.50,$55.00
2026-04-07,Cappuccino,Small,7,$4.25,$29.75
2026-04-07,Cappuccino,Medium,6,$4.75,$28.50
2026-04-07,Cappuccino,Large,3,$5.25,$15.75
2026-04-07,Mocha,Small,5,$4.75,$23.75
2026-04-07,Mocha,Medium,7,$5.25,$36.75
2026-04-07,Mocha,Large,3,$5.75,$17.25
2026-04-07,Cold Brew,Small,4,$3.75,$15.00
2026-04-07,Cold Brew,Large,2,$4.50,$9.00
2026-04-07,Green Tea,Small,4,$2.75,$11.00
2026-04-07,Green Tea,Medium,6,$3.10,$18.60
2026-04-07,Green Tea,Large,2,$3.50,$7.00
2026-04-07,Chai Tea Latte,Small,7,$4.25,$29.75
2026-04-07,Chai Tea Latte,Medium,7,$4.75,$33.25
2026-04-07,Chai Tea Latte,Large,3,$5.25,$15.75
2026-04-07,Blueberry Muffin,Standard,12,$2.95,$35.40
2026-04-07,Chocolate Croissant,Standard,8,$3.45,$27.60
2026-04-07,Breakfast Sandwich,Standard,6,$5.95,$35.70
2026-04-07,Pumpkin Spice Latte,Small,0,$5.00,$0.00
2026-04-07,Pumpkin Spice Latte,Medium,0,$5.50,$0.00
2026-04-07,Pumpkin Spice Latte,Large,0,$6.00,$0.00
2026-04-07,Cake Pop,Chocolate,5,$2.00,$10.00
2026-04-07,Cake Pop,Birthday Cake,4,$2.00,$8.00
2026-04-07,Cake Pop,Vanilla,3,$2.00,$6.00
2026-04-08,House Coffee,Small,12,$2.50,$30.00
2026-04-08,House Coffee,Medium,17,$2.95,$50.15
2026-04-08,House Coffee,Large,8,$3.25,$26.00
2026-04-08,Latte,Small,7,$4.50,$31.50
2026-04-08,Latte,Medium,14,$5.00,$70.00
2026-04-08,Latte,Large,11,$5.50,$60.50
2026-04-08,Cappuccino,Small,8,$4.25,$34.00
2026-04-08,Cappuccino,Medium,9,$4.75,$42.75
2026-04-08,Cappuccino,Large,4,$5.25,$21.00
2026-04-08,Mocha,Small,5,$4.75,$23.75
2026-04-08,Mocha,Medium,8,$5.25,$42.00
2026-04-08,Mocha,Large,5,$5.75,$28.75
2026-04-08,Cold Brew,Small,6,$3.75,$22.50
2026-04-08,Cold Brew,Large,2,$4.50,$9.00
2026-04-08,Green Tea,Small,5,$2.75,$13.75
2026-04-08,Green Tea,Medium,7,$3.10,$21.70
2026-04-08,Green Tea,Large,4,$3.50,$14.00
2026-04-08,Chai Tea Latte,Small,7,$4.25,$29.75
2026-04-08,Chai Tea Latte,Medium,7,$4.75,$33.25
2026-04-08,Chai Tea Latte,Large,5,$5.25,$26.25
2026-04-08,Blueberry Muffin,Standard,12,$2.95,$35.40
2026-04-08,Chocolate Croissant,Standard,7,$3.45,$24.15
2026-04-08,Breakfast Sandwich,Standard,7,$5.95,$41.65
2026-04-08,Pumpkin Spice Latte,Small,0,$5.00,$0.00
2026-04-08,Pumpkin Spice Latte,Medium,0,$5.50,$0.00
2026-04-08,Pumpkin Spice Latte,Large,0,$6.00,$0.00
2026-04-08,Cake Pop,Chocolate,5,$2.00,$10.00
2026-04-08,Cake Pop,Birthday Cake,3,$2.00,$6.00
2026-04-08,Cake Pop,Vanilla,4,$2.00,$8.00
2026-04-09,House Coffee,Small,11,$2.50,$27.50
2026-04-09,House Coffee,Medium,16,$2.95,$47.20
2026-04-09,House Coffee,Large,9,$3.25,$29.25
2026-04-09,Latte,Small,8,$4.50,$36.00
2026-04-09,Latte,Medium,12,$5.00,$60.00
2026-04-09,Latte,Large,10,$5.50,$55.00
2026-04-09,Cappuccino,Small,7,$4.25,$29.75
2026-04-09,Cappuccino,Medium,8,$4.75,$38.00
2026-04-09,Cappuccino,Large,5,$5.25,$26.25
2026-04-09,Mocha,Small,5,$4.75,$23.75
2026-04-09,Mocha,Medium,8,$5.25,$42.00
2026-04-09,Mocha,Large,4,$5.75,$23.00
2026-04-09,Cold Brew,Small,4,$3.75,$15.00
2026-04-09,Cold Brew,Large,4,$4.50,$18.00
2026-04-09,Green Tea,Small,5,$2.75,$13.75
2026-04-09,Green Tea,Medium,7,$3.10,$21.70
2026-04-09,Green Tea,Large,4,$3.50,$14.00
2026-04-09,Chai Tea Latte,Small,7,$4.25,$29.75
2026-04-09,Chai Tea Latte,Medium,9,$4.75,$42.75
2026-04-09,Chai Tea Latte,Large,4,$5.25,$21.00
2026-04-09,Blueberry Muffin,Standard,11,$2.95,$32.45
2026-04-09,Chocolate Croissant,Standard,7,$3.45,$24.15
2026-04-09,Breakfast Sandwich,Standard,5,$5.95,$29.75
2026-04-09,Pumpkin Spice Latte,Small,0,$5.00,$0.00
2026-04-09,Pumpkin Spice Latte,Medium,0,$5.50,$0.00
2026-04-09,Pumpkin Spice Latte,Large,0,$6.00,$0.00
2026-04-09,Cake Pop,Chocolate,6,$2.00,$12.00
2026-04-09,Cake Pop,Birthday Cake,4,$2.00,$8.00
2026-04-09,Cake Pop,Vanilla,2,$2.00,$4.00
2026-04-10,House Coffee,Small,13,$2.50,$32.50
2026-04-10,House Coffee,Medium,19,$2.95,$56.05
2026-04-10,House Coffee,Large,9,$3.25,$29.25
2026-04-10,Latte,Small,8,$4.50,$36.00
2026-04-10,Latte,Medium,16,$5.00,$80.00
2026-04-10,Latte,Large,12,$5.50,$66.00
2026-04-10,Cappuccino,Small,7,$4.25,$29.75
2026-04-10,Cappuccino,Medium,10,$4.75,$47.50
2026-04-10,Cappuccino,Large,4,$5.25,$21.00
2026-04-10,Mocha,Small,7,$4.75,$33.25
2026-04-10,Mocha,Medium,9,$5.25,$47.25
2026-04-10,Mocha,Large,5,$5.75,$28.75
2026-04-10,Cold Brew,Small,6,$3.75,$22.50
2026-04-10,Cold Brew,Large,3,$4.50,$13.50
2026-04-10,Green Tea,Small,5,$2.75,$13.75
2026-04-10,Green Tea,Medium,9,$3.10,$27.90
2026-04-10,Green Tea,Large,5,$3.50,$17.50
2026-04-10,Chai Tea Latte,Small,6,$4.25,$25.50
2026-04-10,Chai Tea Latte,Medium,10,$4.75,$47.50
2026-04-10,Chai Tea Latte,Large,6,$5.25,$31.50
2026-04-10,Blueberry Muffin,Standard,12,$2.95,$35.40
2026-04-10,Chocolate Croissant,Standard,9,$3.45,$31.05
2026-04-10,Breakfast Sandwich,Standard,7,$5.95,$41.65
2026-04-10,Pumpkin Spice Latte,Small,0,$5.00,$0.00
2026-04-10,Pumpkin Spice Latte,Medium,0,$5.50,$0.00
2026-04-10,Pumpkin Spice Latte,Large,0,$6.00,$0.00
2026-04-10,Cake Pop,Chocolate,7,$2.00,$14.00
2026-04-10,Cake Pop,Birthday Cake,4,$2.00,$8.00
2026-04-10,Cake Pop,Vanilla,3,$2.00,$6.00
2026-04-11,House Coffee,Small,15,$2.50,$37.50
2026-04-11,House Coffee,Medium,20,$2.95,$59.00
2026-04-11,House Coffee,Large,13,$3.25,$42.25
2026-04-11,Latte,Small,11,$4.50,$49.50
2026-04-11,Latte,Medium,17,$5.00,$85.00
2026-04-11,Latte,Large,14,$5.50,$77.00
2026-04-11,Cappuccino,Small,9,$4.25,$38.25
2026-04-11,Cappuccino,Medium,10,$4.75,$47.50
2026-04-11,Cappuccino,Large,6,$5.25,$31.50
2026-04-11,Mocha,Small,7,$4.75,$33.25
2026-04-11,Mocha,Medium,8,$5.25,$42.00
2026-04-11,Mocha,Large,5,$5.75,$28.75
2026-04-11,Cold Brew,Small,7,$3.75,$26.25
2026-04-11,Cold Brew,Large,5,$4.50,$22.50
2026-04-11,Green Tea,Small,5,$2.75,$13.75
2026-04-11,Green Tea,Medium,11,$3.10,$34.10
2026-04-11,Green Tea,Large,5,$3.50,$17.50
2026-04-11,Chai Tea Latte,Small,7,$4.25,$29.75
2026-04-11,Chai Tea Latte,Medium,11,$4.75,$52.25
2026-04-11,Chai Tea Latte,Large,5,$5.25,$26.25
2026-04-11,Blueberry Muffin,Standard,16,$2.95,$47.20
2026-04-11,Chocolate Croissant,Standard,9,$3.45,$31.05
2026-04-11,Breakfast Sandwich,Standard,6,$5.95,$35.70
2026-04-11,Pumpkin Spice Latte,Small,0,$5.00,$0.00
2026-04-11,Pumpkin Spice Latte,Medium,0,$5.50,$0.00
2026-04-11,Pumpkin Spice Latte,Large,0,$6.00,$0.00
2026-04-11,Cake Pop,Chocolate,7,$2.00,$14.00
2026-04-11,Cake Pop,Birthday Cake,4,$2.00,$8.00
2026-04-11,Cake Pop,Vanilla,3,$2.00,$6.00

MONTHLY SUMMARY — APRIL 2026
Product,Variant,Total Units Sold,Unit Price,Total Revenue
Blueberry Muffin,Standard,139,$2.95,$410.05
Breakfast Sandwich,Standard,69,$5.95,$410.55
Cake Pop,Birthday Cake,35,$2.00,$70.00
Cake Pop,Chocolate,62,$2.00,$124.00
Cake Pop,Vanilla,31,$2.00,$62.00
Cappuccino,Large,54,$5.25,$283.50
Cappuccino,Medium,93,$4.75,$441.75
Cappuccino,Small,74,$4.25,$314.50
Chai Tea Latte,Large,46,$5.25,$241.50
Chai Tea Latte,Medium,91,$4.75,$432.25
Chai Tea Latte,Small,69,$4.25,$293.25
Chocolate Croissant,Standard,87,$3.45,$300.15
Cold Brew,Large,36,$4.50,$162.00
Cold Brew,Small,60,$3.75,$225.00
Green Tea,Large,45,$3.50,$157.50
Green Tea,Medium,81,$3.10,$251.10
Green Tea,Small,56,$2.75,$154.00
House Coffee,Large,106,$3.25,$344.50
House Coffee,Medium,175,$2.95,$516.25
House Coffee,Small,134,$2.50,$335.00
Latte,Large,119,$5.50,$654.50
Latte,Medium,152,$5.00,$760.00
Latte,Small,89,$4.50,$400.50
Mocha,Large,47,$5.75,$270.25
Mocha,Medium,83,$5.25,$435.75
Mocha,Small,72,$4.75,$342.00
Pumpkin Spice Latte,Large,0,$6.00,$0.00
Pumpkin Spice Latte,Medium,0,$5.50,$0.00
Pumpkin Spice Latte,Small,0,$5.00,$0.00

MONTH TOTALS — APRIL 2026
Total Units Sold,2105
Total Revenue,$8391.85
